;cntry_code;AUS;AUT;BEL;BRA;BGR;CAN;CHN;HRV;CYP;CZE;DNK;EST;FIN;FRA;DEU;GRC;HUN;IND;IDN;IRL;ITA;JPN;LVA;LTU;LUX;MLT;MEX;NLD;NOR;POL;PRT;ROM;WWF;WWL;WWA;WWE;WWM;RUS;SVK;SVN;ZAF;KOR;ESP;SWE;CHE;TWN;TUR;GBR;USA
year;HANPP in 1000 t C;Australia;Austria;Belgium;Brazil;Bulgaria;Canada;China;Croatia;Cyprus;Czech Republic;Denmark;Estonia;Finnland;France;Germany;Greece;Hungary;India;Indonesia;Ireland;Italy;Japan;Latvia;Lithuania;Luxembourg;Malta;Mexico;Netherlands;Norway;Poland;Portugal;Romania;RoW Africa;RoW America;RoW Asia and Pacific;RoW Europe;RoW Middle East;Russia;Slovakia;Slovenia;South Africa;South Korea;Spain;Sweden;Switzerland;Taiwan;Turkey;United Kingdom;USA
2015;HANPP cropland (area);117790.3181;7613.671999;3552.522607;591724.8522;15690.12021;188054.0623;590432.6;5292.4;120.569933;13449.2;11109.53086;5075.47;6764.860934;77266.37801;54544.77926;12486.71333;23265.90109;754869.8859;474986.0366;3370.542391;39165.2959;22635.06945;11348.86;15843.73;199.5993603;34.66986386;108461.7959;4452.547561;4208.070689;49359.46823;5752.150781;47311.49174;1324652.408;500684.486;759469.5519;234487.1555;26127.09257;284183.14;5762.31;1226.92;23314.90669;9633.103702;43953.04674;12529.70792;2231.832374;891.07;46665.05332;27275.75896;647052.2598
2015;HANPP woodland;12127.40351;7138.549224;2124.196632;131805.4569;2863.717026;60378.2194;189867.96;2279.32;3.710559063;6622.44;1779.977289;4146.03;24360.10254;23050.8629;23280.85935;623.2490257;2558.195334;199145.524;79201.53216;1155.764526;5123.303768;7831.451437;5275.55;2819.28;154.0921337;0;20029.12184;1065.747368;4545.763454;16497.57769;4303.152943;6478.435863;331350.5495;95609.83541;161140.5597;23567.8429;906.5386464;88248.42;3947.68;2058.66;15793.36266;2951.863928;7524.620392;28819.95915;1824.017402;716.05;9204.450478;4180.697067;161171.8704
2015;HANPP grassland;65609.17422;8386.847418;6594.267065;607934.9419;5422.322438;53825.70842;442276.33;0;413.9651968;5112.22;1304.753898;0;4931.134611;50639.65003;13985.29981;4267.146613;0;266533.8613;137515.7729;22661.83441;10478.73637;9197.222073;0;5600.582116;457.9125506;0;106827.0329;11343.4822;12586.14444;28107.99627;3941.434888;0;1413640.548;657102.6346;789852.992;40862.85924;44445.58355;103078.52;1862.38;8435.433364;57157.22937;11566.55161;19259.97705;0;5419.082705;667.47;67697.90484;40318.37521;244206.733
2015;HANPP built up;4564.065132;2019.846032;1388.437007;19134.9624;1453.60072;14514.96914;59112.15;972.4049851;9.436127012;2272.35;1218.968855;367.9442926;2389.842053;12084.57996;17567.08191;2142.998855;2364.498137;35105.13479;19197.28782;2116.910996;11012.92092;24130.03362;557.4220878;820.1689459;69.71016657;0;4607.279307;2224.01258;2236.174465;7424.206255;1439.463734;4649.571327;61349.32922;26856.99594;61016.82301;20666.94425;1721.308834;40250.83599;1165.63;476.2810609;15519.91208;2115.149083;5559.113729;4093.712199;1862.547814;988.2;1315.511502;12125.79703;127894.0004
2014;HANPP cropland (area);116034.3116;7646.335261;3555.130362;573141.1973;15780.60256;183153.4033;578891.949;5336.452029;123.8727575;13646.78455;11175.54675;4884.884032;6791.869193;77492.86591;54536.6342;12361.6449;23260.82674;754665.8706;466137.9425;3386.700012;39787.98929;22795.10397;11186.72232;14921.59271;200.2504911;34.73764463;108351.4722;4442.569863;4236.940744;49543.56367;5803.957728;47616.52202;1303428.641;495835.0209;755984.8037;232746.9024;26843.07279;272934.1389;5683.674944;1218.955501;23085.93825;9784.253846;43503.60939;12512.30824;2237.280252;881.1957889;46989.40134;27210.86467;647052.0331
2014;HANPP woodland;12000.16579;7153.862596;2083.037479;134257.977;2812.172667;58483.52219;185278.5373;2219.219215;3.584459099;6685.501669;1644.840071;3973.207997;23661.19917;23409.29906;23160.63049;642.659784;2561.270888;196540.4154;78105.24379;1145.084376;4669.634032;7540.16234;5302.741408;2879.607845;146.0639198;0;20154.16872;951.071025;4440.564429;16022.41964;4156.445513;6292.314504;326414.4915;94076.28375;160311.6465;21567.90433;935.5999653;85485.54905;3978.653256;1890.248689;16206.10531;3052.943503;7402.910359;28501.86964;1850.600121;698.7442197;8920.392879;4115.441373;156800.4
2014;HANPP grassland;67554.52328;8281.157003;6779.881597;596704.4546;5536.20212;70613.66278;445512.5355;0;430.6078022;5386.734635;1718.959858;0;5926.331548;52050.86734;18121.85467;4926.973975;0;256293.6197;137103.1814;22860.80853;12140.80562;10108.17643;0;5133.507967;484.6458625;0;106677.6645;11402.88672;12844.1333;26671.04168;3993.926817;0;1357458.227;652082.754;743256.3574;42945.1658;42882.07114;89616.52103;1794.593131;12111.86186;55179.8687;10720.49072;20422.07894;5649.526865;5378.45161;678.8507976;60560.48022;41825.21579;253477.4362
2014;HANPP built up;4418.747889;2007.581053;1368.764623;18745.14842;1463.293472;14172.01919;55181.79131;974.8225039;8.953249317;2261.00638;1203.597054;369.0739985;2251.825756;11856.49962;17469.93097;2044.185046;2339.139871;33509.07542;18306.19567;2052.139429;10881.4917;22725.67055;564.7853867;831.3515258;67.74784952;0;4432.079905;2161.062864;2176.131978;7445.770538;1411.376211;4636.501419;57273.66387;25971.13151;59127.38872;20706.94758;1673.380631;40230.27282;1159.79114;474.0646612;14967.95993;2088.310566;5425.179083;4027.39522;1823.682482;923.9032765;1276.237331;12191.23688;125890.3876
2013;HANPP cropland (area);114278.305;7678.998522;3557.738116;554557.5424;15871.08492;178252.7443;567351.2985;5380.500532;127.175582;13844.36812;11241.56264;4694.293165;6818.877452;77719.35381;54528.48913;12236.57646;23255.75238;754461.8553;457289.8483;3402.857634;40410.68268;22955.1385;11024.58855;13999.45911;200.9016219;34.8054254;108241.1484;4432.592165;4265.810799;49727.65912;5855.764675;47921.55229;1282204.873;490985.5558;752500.0643;231006.6545;27559.05301;261685.1367;5605.036655;1210.989219;22856.96981;9935.403991;43054.17203;12494.90856;2242.72813;871.3255316;47313.74936;27145.97038;647051.8065
2013;HANPP woodland;11872.92807;7169.175969;2041.878326;136710.4971;2760.628309;56588.82497;180689.1182;2159.116322;3.458359134;6748.564936;1509.702853;3800.381015;22962.2958;23767.73522;23040.40163;662.0705423;2564.346443;193935.3068;77008.95542;1134.404225;4215.964296;7248.873244;5329.928526;2939.931288;138.0357059;0;20279.2156;836.3946821;4335.365403;15547.26159;4009.738082;6106.193145;321478.4335;92542.73209;159482.7276;19567.9633;964.6612841;82722.68153;4009.627915;1721.838982;16618.84795;3154.023078;7281.200326;28183.78014;1877.182841;681.436072;8636.33528;4050.18568;152428.9296
2013;HANPP grassland;69499.87234;8175.466588;6965.496129;585473.9673;5650.081802;87401.61714;448748.7413;0;447.2504076;5661.244308;2133.165818;0;6921.528485;53462.08466;22258.40953;5586.801337;0;246053.3781;136690.59;23059.78265;13802.87487;11019.1308;0;4666.433818;511.3791745;0;106528.2962;11462.29123;13102.12216;25234.08708;4046.418746;0;1301275.905;647062.8733;696659.7227;45027.47234;41318.55875;76154.52205;1726.806227;15788.29036;53202.50803;9874.429824;21584.18082;11299.05373;5337.820515;690.2292694;53423.0556;43332.05638;262748.1395
2013;HANPP built up;4273.430646;1995.316074;1349.09224;18355.33444;1472.986224;13829.06925;51251.42944;977.2400227;8.470371622;2249.658793;1188.225252;370.2037044;2113.809459;11628.41928;17372.78004;1945.371236;2313.781605;31913.01605;17415.10352;1987.367862;10750.06247;21321.30749;572.1486856;842.5341057;65.78553247;0;4256.880503;2098.113149;2116.089491;7467.334822;1383.288688;4623.43151;53197.99852;25085.26707;57237.95443;20746.95091;1625.452428;40209.70965;1153.952965;471.8482616;14416.00779;2061.472049;5291.244437;3961.078241;1784.81715;859.6094867;1236.96316;12256.67673;123886.7748
2012;HANPP cropland (area);112522.2985;7711.661783;3560.345871;535973.8875;15961.56727;173352.0854;555810.648;5424.549035;130.4784065;14041.9517;11307.57853;4503.702297;6845.885711;77945.84171;54520.34407;12111.50802;23250.67803;754257.84;448441.7542;3419.015255;41033.37607;23115.17303;10862.45478;13077.32552;201.5527527;34.87320617;108130.8247;4422.614468;4294.680854;49911.75456;5907.571622;48226.58257;1260981.105;486136.0907;749015.325;229266.4066;28275.03324;250436.1346;5526.398365;1203.022937;22628.00136;10086.55414;42604.73468;12477.50888;2248.176009;861.4552743;47638.09737;27081.07609;647051.5799
2012;HANPP woodland;11745.69034;7184.489342;2000.719173;139163.0171;2709.083951;54694.12775;176099.699;2099.013428;3.33225917;6811.628203;1374.565635;3627.554033;22263.39244;24126.17139;22920.17277;681.4813006;2567.421997;191330.1982;75912.66705;1123.724075;3762.29456;6957.584147;5357.115645;3000.25473;130.0074921;0;20404.26248;721.7183392;4230.166378;15072.10353;3863.030651;5920.071787;316542.3755;91009.18044;158653.8088;17568.02226;993.7226029;79959.81401;4040.602574;1553.429274;17031.5906;3255.102652;7159.490292;27865.69063;1903.76556;664.1279242;8352.277681;3984.929986;148057.4591
2012;HANPP grassland;71445.2214;8069.776172;7151.11066;574243.48;5763.961484;104189.5715;451984.9471;0;463.8930131;5935.75398;2547.371779;0;7916.725422;54873.30198;26394.96439;6246.6287;0;235813.1364;136277.9986;23258.75677;15464.94412;11930.08516;0;4199.359669;538.1124864;0;106378.9279;11521.69575;13360.11102;23797.13249;4098.910675;0;1245093.584;642042.9926;650063.088;47109.7789;39755.04635;62692.52307;1659.019322;19464.71885;51225.14735;9028.368932;22746.28271;16948.5806;5297.18942;701.6077412;46285.63098;44838.89697;272018.8428
2012;HANPP built up;4128.113403;1983.051095;1329.419857;17965.52047;1482.678975;13486.1193;47321.06757;979.6575414;7.987493927;2238.311206;1172.85345;371.3334103;1975.793162;11400.33894;17275.6291;1846.557426;2288.42334;30316.95669;16524.01137;1922.596295;10618.63325;19916.94442;579.5119845;853.7166856;63.82321541;0;4081.681101;2035.163434;2056.047004;7488.899105;1355.201166;4610.361601;49122.33317;24199.40264;55348.52014;20786.95425;1577.524224;40189.14648;1148.11479;469.6318619;13864.05564;2034.633532;5157.309792;3894.761262;1745.951818;795.3156969;1197.688989;12322.11657;121883.162
2011;HANPP cropland (area);110766.292;7744.325044;3562.953625;517390.2326;16052.04963;168451.4264;544269.9974;5468.597537;133.781231;14239.53527;11373.59441;4313.11143;6872.89397;78172.32962;54512.19901;11986.43959;23245.60368;754053.8248;439593.66;3435.172877;41656.06946;23275.20755;10700.32101;12155.19192;202.2038834;34.94098694;108020.5009;4412.63677;4323.550909;50095.85;5959.378569;48531.61285;1239757.337;481286.6256;745530.5855;227526.1587;28991.01346;239187.1324;5447.760075;1195.056655;22399.03292;10237.70428;42155.29733;12460.1092;2253.623887;851.585017;47962.44539;27016.1818;647051.3532
2011;HANPP woodland;11618.45262;7199.802714;1959.56002;141615.5372;2657.539593;52799.43053;171510.2799;2038.910535;3.206159205;6874.69147;1239.428417;3454.727051;21564.48907;24484.60755;22799.94392;700.8920588;2570.497551;188725.0896;74816.37867;1113.043925;3308.624824;6666.29505;5384.302763;3060.578172;121.9792782;0;20529.30936;607.0419963;4124.967353;14596.94548;3716.323221;5733.950428;311606.3175;89475.62879;157824.8899;15568.08123;1022.783922;77196.9465;4071.577233;1385.019566;17444.33324;3356.182227;7037.780259;27547.60112;1930.34828;646.8197765;8068.220082;3919.674292;143685.9887
2011;HANPP grassland;73390.57046;7964.085757;7336.725192;563012.9928;5877.841166;120977.5258;455221.1529;0;480.5356185;6210.263653;2961.577739;0;8911.922359;56284.51929;30531.51926;6906.456062;0;225572.8948;135865.4072;23457.73089;17127.01337;12841.03952;0;3732.285519;564.8457983;0;106229.5595;11581.10027;13618.09989;22360.1779;4151.402603;0;1188911.263;637023.112;603466.4534;49192.08544;38191.53395;49230.52409;1591.232418;23141.14735;49247.78668;8182.308041;23908.38459;22598.10746;5256.558325;712.986213;39148.20635;46345.73755;281289.5461
2011;HANPP built up;3982.796161;1970.786115;1309.747473;17575.70649;1492.371727;13143.16935;43390.70569;982.0750602;7.504616231;2226.963619;1157.481649;372.4631162;1837.776865;11172.25859;17178.47817;1747.743616;2263.065074;28720.89732;15632.91922;1857.824728;10487.20402;18512.58136;586.8752834;864.8992655;61.86089836;0;3906.481699;1972.213719;1996.004516;7510.463389;1327.113643;4597.291692;45046.66782;23313.5382;53459.08584;20826.95759;1529.596021;40168.5833;1142.276615;467.4154623;13312.10349;2007.795015;5023.375146;3828.444283;1707.086486;731.0219071;1158.414818;12387.55642;119879.5491
2010;HANPP cropland (area);109010.2855;7776.988306;3565.56138;498806.5777;16142.53198;163550.7674;532729.3469;5512.64604;137.0840555;14437.11884;11439.6103;4122.520563;6899.902229;78398.81752;54504.05394;11861.37115;23240.52933;753849.8095;430745.5659;3451.330498;42278.76285;23435.24208;10538.18725;11233.05833;202.8550142;35.00876771;107910.1772;4402.659073;4352.420964;50279.94544;6011.185516;48836.64313;1218533.569;476437.1606;742045.8461;225785.9108;29706.99368;227938.1303;5369.121786;1187.090373;22170.06447;10388.85443;41705.85998;12442.70951;2259.071765;841.7147597;48286.79341;26951.28751;647051.1266
2010;HANPP woodland;11491.2149;7215.116087;1918.400866;144068.0573;2605.995235;50904.73331;166920.8608;1978.807642;3.080059241;6937.754737;1104.2912;3281.900069;20865.5857;24843.04371;22679.71506;720.3028171;2573.573105;186119.981;73720.0903;1102.363774;2854.955088;6375.005953;5411.489882;3120.901615;113.9510644;0;20654.35625;492.3656535;4019.768328;14121.78742;3569.61579;5547.829069;306670.2595;87942.07713;156995.971;13568.1402;1051.845241;74434.07898;4102.551892;1216.609859;17857.07589;3457.261801;6916.070226;27229.51161;1956.930999;629.5116287;7784.162483;3854.418598;139314.5182
2010;HANPP grassland;75335.91952;7858.395342;7522.339724;551782.5055;5991.720849;137765.4802;458457.3586;0;497.1782239;6484.773326;3375.783699;0;9907.119296;57695.73661;34668.07412;7566.283424;0;215332.6532;135452.8157;23656.70501;18789.08262;13751.99388;0;3265.21137;591.5791103;0;106080.1912;11640.50479;13876.08875;20923.2233;4203.894532;0;1132728.942;632003.2312;556869.8188;51274.39199;36628.02155;35768.52511;1523.445514;26817.57585;47270.42601;7336.247149;25070.48648;28247.63433;5215.927229;724.3646848;32010.78173;47852.57814;290560.2494
2010;HANPP built up;3837.478918;1958.521136;1290.07509;17185.89251;1502.064478;12800.21941;39460.34382;984.4925789;7.021738536;2215.616032;1142.109847;373.5928221;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;594.2385822;876.0818454;59.8985813;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;51569.65155;20866.96093;1481.667818;40148.02013;1136.43844;465.1990627;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;666.7281173;1119.140647;12452.99627;117875.9363
2009;HANPP cropland (area);111701.7854;7722.737734;3515.092002;495332.1622;15825.24516;163889.7238;554290.3354;5524.812495;146.2418;14462.55132;11357.56198;4097.402118;6986.566976;77911.01231;54555.63935;12132.54092;23469.89001;754036.0068;420531.4391;3474.687657;42725.51389;23062.54048;10275.52205;11318.96581;203.5249683;34.31062577;107203.5843;4262.614845;4378.070862;50609.63255;6043.108344;48856.29956;1201403.933;467453.0371;732720.1141;223553.8934;29327.12272;243783.5762;5568.609471;1196.689195;22468.74398;10580.05237;42628.20943;12305.30535;2232.947623;879.6044389;48873.38816;26874.83245;646145.6986
2009;HANPP woodland;23547.07818;7343.771938;1951.070378;225610.9469;2570.802781;56277.62517;168206.0124;1944.50649;85.1795085;6880.27542;1419.154891;3136.178062;17966.29746;28994.71444;24299.89781;1350.386144;2422.206015;191306.1999;84113.47504;5407.802481;4284.491127;6971.950758;5438.797216;3024.138323;114.2601405;0;37739.52324;2332.441278;5524.306892;14036.15909;3431.609062;6743.917131;429062.1217;192513.0028;207306.3478;14695.03783;7342.866371;75415.72486;3983.761395;1202.954948;23739.74591;3810.240639;8686.916959;23819.80672;2608.730245;634.3583564;11032.69639;11562.58724;160612.0815
2009;HANPP grassland;62741.85008;7693.263417;7346.927001;467984.1137;5338.589811;125692.1628;458454.6266;0;398.3752349;5666.567667;2887.253194;0;12192.91259;50908.28046;32542.18807;6190.666781;522.2431465;209016.969;124351.0589;19133.02418;15720.18914;12203.61891;0;2612.169096;583.6016995;0;88918.38267;9410.026726;11822.93831;19328.19588;4166.717518;1255.275836;962770.1953;521859.6945;505876.0645;48155.8231;29508.90704;44029.61506;1647.372857;22838.05546;41449.76393;6457.887194;21419.34568;28534.11698;4593.095134;727.0967265;26900.4822;38949.16007;269933.8113
2009;HANPP built up;3837.478918;1958.521136;1290.578857;17185.89251;1502.064478;12800.21941;39454.55103;1004.384387;7.021738536;2211.770312;1142.109847;375.9142336;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;602.7013204;889.802737;59.39481466;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;51309.83924;20946.13325;1481.667818;40279.6706;1140.28416;469.7917144;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;672.5209027;1119.140647;12452.99627;117875.9363
2008;HANPP cropland (area);114393.2854;7668.487162;3464.622625;491857.7467;15507.95835;164228.6802;575851.3239;5536.978951;155.3995446;14487.98381;11275.51367;4072.283673;7073.231723;77423.2071;54607.22475;12403.71069;23699.2507;754222.2042;410317.3124;3498.044816;43172.26494;22689.83888;10012.85684;11404.8733;204.1949224;33.61248384;106496.9914;4122.570618;4403.720759;50939.31966;6075.031173;48875.95599;1184274.297;458468.9135;723394.3822;221321.8759;28947.25176;259629.0221;5768.097156;1206.288018;22767.4235;10771.25031;43550.55888;12167.90118;2206.823481;917.494118;49459.98291;26798.3774;645240.2707
2008;HANPP woodland;35602.94147;7472.427789;1983.739889;307153.8366;2535.610326;61650.51703;169491.164;1910.205338;167.2789578;6822.796102;1734.018582;2990.456055;15067.00922;33146.38518;25920.08056;1980.469471;2270.838924;196492.4189;94506.85978;9713.241187;5714.027165;7568.895564;5466.104549;2927.375031;114.5692166;0;54824.69023;4172.516903;7028.845456;13950.53075;3293.602334;7940.005193;551453.9839;297083.9285;257616.7246;15821.93546;13633.8875;76397.37075;3864.970898;1189.300037;29622.41593;4163.219476;10457.76369;20410.10183;3260.529491;639.205084;14281.2303;19270.75588;181909.6447
2008;HANPP grassland;50147.78063;7528.131493;7171.514278;384185.722;4685.458773;113618.8454;458451.8946;0;299.5722459;4848.362008;2398.722688;0;14478.70588;44120.82431;30416.30202;4815.050138;1044.486293;202701.2848;113249.3021;14609.34335;12651.29567;10655.24395;0;1959.126822;575.6242888;0;71756.57414;7179.548665;9769.787876;17733.16846;4129.540505;2510.551673;792811.4485;411716.1578;454882.3102;45037.25421;22389.79252;52290.70501;1771.3002;18858.53508;35629.10185;5579.52724;17768.20488;28820.59964;3970.263039;729.8287682;21790.18268;30045.742;249307.3731
2008;HANPP built up;3837.478918;1958.521136;1291.082623;17185.89251;1502.064478;12800.21941;39448.75825;1024.276195;7.021738536;2207.924592;1142.109847;378.2356452;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;611.1640586;903.5236286;58.89104803;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;51050.02693;21025.30559;1481.667818;40411.32108;1144.12988;474.3843661;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;678.3136882;1119.140647;12452.99627;117875.9363
2007;HANPP cropland (area);117084.7854;7614.236591;3414.153248;488383.3312;15190.67153;164567.6366;597412.3125;5549.145406;164.5572891;14513.41629;11193.46535;4047.165229;7159.89647;76935.4019;54658.81016;12674.88046;23928.61138;754408.4015;400103.1857;3521.401974;43619.01598;22317.13728;9750.191644;11490.78078;204.8648765;32.91434191;105790.3985;3982.52639;4429.370657;51269.00677;6106.954002;48895.61242;1167144.661;449484.7899;714068.6504;219089.8585;28567.3808;275474.468;5967.584841;1215.88684;23066.10301;10962.44825;44472.90833;12030.49702;2180.699338;955.3837971;50046.57765;26721.92235;644334.8427
2007;HANPP woodland;47658.80475;7601.08364;2016.409401;388696.7262;2500.417872;67023.4089;170776.3155;1875.904186;249.378407;6765.316785;2048.882273;2844.734049;12167.72098;37298.05591;27540.26331;2610.552798;2119.471833;201678.6378;104900.2445;14018.67989;7143.563203;8165.840369;5493.411883;2830.611739;114.8782927;0;71909.85722;6012.592527;8533.38402;13864.90241;3155.595605;9136.093255;673845.846;401654.8542;307927.1013;16948.8331;19924.90863;77379.01663;3746.180401;1175.645126;35505.08596;4516.198314;12228.61042;17000.39693;3912.328737;644.0518117;17529.76421;26978.92453;203207.2079
2007;HANPP grassland;37553.71119;7362.999569;6996.101555;300387.3302;4032.327736;101545.5279;458449.1625;0;200.7692569;4030.156349;1910.192183;0;16764.49918;37333.36815;28290.41598;3439.433494;1566.729439;196385.6006;102147.5453;10085.66252;9582.4022;9106.868978;0;1306.084548;567.646878;0;54594.7656;4949.070605;7716.63744;16138.14104;4092.363491;3765.827509;622852.7018;301572.6211;403888.556;41918.68532;15270.678;60551.79496;1895.227543;14879.0147;29808.43977;4701.167285;14117.06408;29107.0823;3347.430944;732.5608099;16679.88315;21142.32393;228680.935
2007;HANPP built up;3837.478918;1958.521136;1291.58639;17185.89251;1502.064478;12800.21941;39442.96546;1044.168003;7.021738536;2204.078872;1142.109847;380.5570568;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;619.6267968;917.2445201;58.38728139;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;50790.21462;21104.47793;1481.667818;40542.97155;1147.9756;478.9770178;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;684.1064737;1119.140647;12452.99627;117875.9363
2006;HANPP cropland (area);119776.2854;7559.986019;3363.68387;484908.9158;14873.38471;164906.593;618973.301;5561.311861;173.7150337;14538.84878;11111.41703;4022.046784;7246.561217;76447.59669;54710.39557;12946.05023;24157.97206;754594.5989;389889.0589;3544.759133;44065.76703;21944.43568;9487.526443;11576.68826;205.5348306;32.21619998;105083.8056;3842.482163;4455.020555;51598.69388;6138.87683;48915.26885;1150015.025;440500.6664;704742.9184;216857.8409;28187.50984;291319.9139;6167.072527;1225.485663;23364.78252;11153.6462;45395.25778;11893.09285;2154.575196;993.2734763;50633.1724;26645.46729;643429.4147
2006;HANPP woodland;59714.66803;7729.739491;2049.078912;470239.6158;2465.225418;72396.30076;172061.4671;1841.603034;331.4778563;6707.837467;2363.745964;2699.012042;9268.432732;41449.72665;29160.44606;3240.636125;1968.104742;206864.8568;115293.6293;18324.1186;8573.099241;8762.785175;5520.719217;2733.848447;115.1873688;0;88995.02422;7852.668152;10037.92258;13779.27407;3017.588877;10332.18132;796237.7082;506225.7799;358237.4781;18075.73073;26215.92976;78360.66251;3627.389904;1161.990215;41387.75598;4869.177152;13999.45716;13590.69204;4564.127983;648.8985393;20778.29813;34687.09317;224504.7711
2006;HANPP grassland;24959.64175;7197.867644;6820.688833;216588.9385;3379.196698;89472.21052;458446.4305;0;101.9662679;3211.95069;1421.661678;0;19050.29247;30545.912;26164.52993;2063.816851;2088.972586;190069.9165;91045.78853;5561.981689;6513.508728;7558.494011;0;653.042274;559.6694673;0;37432.95706;2718.592545;5663.487004;14543.11362;4055.186478;5021.103345;452893.955;191429.0844;352894.8017;38800.11644;8151.563491;68812.88491;2019.154887;10899.49431;23987.77769;3822.807331;10465.92328;29393.56496;2724.598849;735.2928516;11569.58362;12238.90586;208054.4969
2006;HANPP built up;3837.478918;1958.521136;1292.090156;17185.89251;1502.064478;12800.21941;39437.17268;1064.059811;7.021738536;2200.233152;1142.109847;382.8784683;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;628.089535;930.9654117;57.88351475;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;50530.40231;21183.65027;1481.667818;40674.62202;1151.82132;483.5696696;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;689.8992592;1119.140647;12452.99627;117875.9363
2005;HANPP cropland (area);122467.7854;7505.735448;3313.214493;481434.5003;14556.09789;165245.5493;640534.2895;5573.478316;182.8727782;14564.28126;11029.36871;3996.928339;7333.225963;75959.79149;54761.98097;13217.22001;24387.33274;754780.7962;379674.9322;3568.116292;44512.51807;21571.73408;9224.861241;11662.59575;206.2047847;31.51805805;104377.2127;3702.437936;4480.670452;51928.38099;6170.799659;48934.92528;1132885.389;431516.5428;695417.1865;214625.8235;27807.63887;307165.3598;6366.560212;1235.084485;23663.46203;11344.84414;46317.60722;11755.68869;2128.451054;1031.163155;51219.76715;26569.01224;642523.9868
2005;HANPP woodland;71770.53132;7858.395342;2081.748424;551782.5055;2430.032963;77769.19262;173346.6187;1807.301882;413.5773056;6650.358149;2678.609656;2553.290035;6369.14449;45601.39738;30780.62881;3870.719452;1816.737651;212051.0757;125687.014;22629.55731;10002.63528;9359.72998;5548.02655;2637.085155;115.496445;0;106080.1912;9692.743776;11542.46115;13693.64573;2879.582149;11528.26938;918629.5704;610796.7056;408547.8549;19202.62836;32506.9509;79342.30839;3508.599407;1148.335304;47270.42601;5222.155989;15770.30389;10180.98715;5215.927229;653.745267;24026.83204;42395.26181;245802.3343
2005;HANPP grassland;12365.57231;7032.73572;6645.27611;132790.5467;2726.065661;77398.8931;458443.6984;0;3.1632789;2393.745031;933.1311726;0;21336.08576;23758.45585;24038.64389;688.2002079;2611.215732;183754.2323;79944.03174;1038.300859;3444.615256;6010.119044;0;0;551.6920565;0;20271.14853;488.1144841;3610.336568;12948.0862;4018.009464;6276.379181;282935.2082;81285.54766;301901.0474;35681.54755;1032.448976;77073.97486;2143.08223;6919.97393;18167.11561;2944.447376;6814.782484;29680.04761;2101.766754;738.0248933;6459.284097;3335.487791;187428.0587
2005;HANPP built up;3837.478918;1958.521136;1292.593923;17185.89251;1502.064478;12800.21941;39431.37989;1083.951619;7.021738536;2196.387432;1142.109847;385.1998799;1699.760568;10944.17825;17081.32723;1648.929806;2237.706808;27124.83795;14741.82707;1793.053161;10355.7748;17108.21829;636.5522732;944.6863033;57.37974812;0;3731.282297;1909.264003;1935.962029;7532.027672;1299.02612;4584.221783;40971.00247;22427.67377;50270.59;21262.8226;1481.667818;40806.2725;1155.66704;488.1623213;12760.15135;1980.956498;4889.4405;3762.127304;1668.221154;695.6920447;1119.140647;12452.99627;117875.9363
2004;HANPP cropland (area);124148.6533;7580.295051;3487.105167;462846.6849;14463.29656;163080.2814;632976.0663;6200.34662;172.0175811;15153.98458;11226.67237;3817.309972;7526.388318;81011.07364;55577.21425;13103.05672;24545.92455;743789.7597;372511.3509;3578.728388;45985.09653;21923.37962;8376.227151;11893.66217;200.5672515;28.99961056;102915.8054;3792.615145;4532.969685;54709.95232;7157.317399;48095.2124;1084777.036;442203.6812;689580.6845;214608.4198;26252.67941;307553.6555;6530.172563;1368.909234;25914.66433;11292.30498;49675.42965;11968.18733;2188.005997;1021.453365;53521.91048;26760.67898;641459.3186
